"Fiscal Year","Budget Type","Dept ID","Department","APU","IPU","Appropriation","Fund","Amount"
"2026","EXP","450603","Safety and Homeland Security","State Police","Patrol","Personnel Costs","ASF","3,449.8"
"2026","EXP","450603","Safety and Homeland Security","State Police","Patrol","Contractual Services","ASF","322.6"
"2026","EXP","450603","Safety and Homeland Security","State Police","Patrol","Supplies and Materials","ASF","324.1"
"2026","EXP","450603","Safety and Homeland Security","State Police","Patrol","Capital Outlay","ASF","187.9"
"2026","EXP","450603","Safety and Homeland Security","State Police","Patrol","Vehicles","ASF","125.8"
"2026","EXP","450604","Safety and Homeland Security","State Police","Criminal Investigation","Personnel Costs","GF","37,621.8"
"2026","EXP","450604","Safety and Homeland Security","State Police","Criminal Investigation","Contractual Services","GF","293.0"
"2026","EXP","450604","Safety and Homeland Security","State Police","Criminal Investigation","Supplies and Materials","GF","46.5"
"2026","EXP","450604","Safety and Homeland Security","State Police","Criminal Investigation","Personnel Costs","ASF","157.1"
"2026","EXP","450604","Safety and Homeland Security","State Police","Criminal Investigation","Special Duty Fund","ASF","6,269.2"
"2026","EXP","450605","Safety and Homeland Security","State Police","Special Investigation","Personnel Costs","GF","10,073.6"
"2026","EXP","450605","Safety and Homeland Security","State Police","Special Investigation","Contractual Services","GF","3,257.4"
"2026","EXP","450605","Safety and Homeland Security","State Police","Special Investigation","Supplies and Materials","GF","110.5"
"2026","EXP","450605","Safety and Homeland Security","State Police","Special Investigation","Body Camera Program","GF","2,500.7"
"2026","EXP","450605","Safety and Homeland Security","State Police","Special Investigation","Contractual Services","ASF","529.6"
"2026","EXP","450605","Safety and Homeland Security","State Police","Special Investigation","Supplies and Materials","ASF","21.6"
"2026","EXP","450605","Safety and Homeland Security","State Police","Special Investigation","Other Items","ASF","37.5"
"2026","EXP","450606","Safety and Homeland Security","State Police","Aviation","Personnel Costs","GF","6,776.1"
"2026","EXP","450606","Safety and Homeland Security","State Police","Aviation","Contractual Services","GF","1,183.8"
"2026","EXP","450606","Safety and Homeland Security","State Police","Aviation","Supplies and Materials","GF","778.3"
"2026","EXP","450607","Safety and Homeland Security","State Police","Traffic","Personnel Costs","GF","1,857.7"
"2026","EXP","450607","Safety and Homeland Security","State Police","Traffic","Contractual Services","GF","5.4"
"2026","EXP","450607","Safety and Homeland Security","State Police","Traffic","Supplies and Materials","GF","45.0"
"2026","EXP","450607","Safety and Homeland Security","State Police","Traffic","Personnel Costs","ASF","2,057.1"
"2026","EXP","450607","Safety and Homeland Security","State Police","Traffic","Contractual Services","ASF","102.5"
"2026","EXP","450607","Safety and Homeland Security","State Police","Traffic","Supplies and Materials","ASF","385.2"
"2026","EXP","450607","Safety and Homeland Security","State Police","Traffic","Capital Outlay","ASF","620.6"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Personnel Costs","GF","5,561.5"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Contractual Services","GF","214.1"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Energy","GF","145.7"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Supplies and Materials","GF","3.2"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Permit to Purchase","GF","4,101.9"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Expungement Acts","GF","1,278.1"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","FTAP Firearm Trnsact Aprvl Prg","GF","2,485.2"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Lethal Firearms Safety Program","GF","586.4"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Personnel Costs","ASF","762.7"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Contractual Services","ASF","429.7"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Supplies and Materials","ASF","214.7"
"2026","EXP","450608","Safety and Homeland Security","State Police","Bureau of Identification","Real Time Crime Reporting","ASF","48.1"
"2026","EXP","450609","Safety and Homeland Security","State Police","Training","Personnel Costs","GF","2,554.3"
"2026","EXP","450609","Safety and Homeland Security","State Police","Training","Contractual Services","GF","341.0"
"2026","EXP","450609","Safety and Homeland Security","State Police","Training","Supplies and Materials","GF","669.1"
"2026","EXP","450609","Safety and Homeland Security","State Police","Training","Travel","ASF","50.1"
"2026","EXP","450609","Safety and Homeland Security","State Police","Training","Supplies and Materials","ASF","290.6"
"2026","EXP","450610","Safety and Homeland Security","State Police","Communications","Personnel Costs","GF","10,238.2"
"2026","EXP","450610","Safety and Homeland Security","State Police","Communications","Contractual Services","GF","830.9"
"2026","EXP","450610","Safety and Homeland Security","State Police","Communications","Supplies and Materials","GF","35.0"
"2026","EXP","450610","Safety and Homeland Security","State Police","Communications","Personnel Costs","ASF","0.0"
"2026","EXP","450610","Safety and Homeland Security","State Police","Communications","Contractual Services","ASF","107.9"
"2026","EXP","450611","Safety and Homeland Security","State Police","Transportation","Personnel Costs","GF","1,174.9"
"2026","EXP","450611","Safety and Homeland Security","State Police","Transportation","Contractual Services","GF","249.5"
"2026","EXP","450611","Safety and Homeland Security","State Police","Transportation","Supplies and Materials","GF","5,155.6"
"2026","EXP","450611","Safety and Homeland Security","State Police","Transportation","Capital Outlay","GF","20.8"
"2026","EXP","450611","Safety and Homeland Security","State Police","Transportation","Vehicles","GF","3,529.8"
"2026","EXP","450611","Safety and Homeland Security","State Police","Transportation","Contractual Services","ASF","76.8"
"2026","EXP","450611","Safety and Homeland Security","State Police","Transportation","Supplies and Materials","ASF","151.9"
"2026","EXP","450611","Safety and Homeland Security","State Police","Transportation","Capital Outlay","ASF","254.9"
"2026","EXP","450611","Safety and Homeland Security","State Police","Transportation","Special Duty Fund","ASF","800.0"
"2026","EXP","450612","Safety and Homeland Security","State Police","Community Relations","Personnel Costs","GF","1,176.4"
"2026","EXP","450612","Safety and Homeland Security","State Police","Community Relations","Contractual Services","GF","1,002.0"
"2026","EXP","450612","Safety and Homeland Security","State Police","Community Relations","Supplies and Materials","GF","108.5"
"2026","EXP","450612","Safety and Homeland Security","State Police","Community Relations","Capital Outlay","GF","95.0"
"2026","EXP","550101","Transportation","Office of the Secretary","Office of the Secretary","Personnel Costs","TTF","3,319.1"
"2026","EXP","550101","Transportation","Office of the Secretary","Office of the Secretary","Travel","TTF","24.1"
"2026","EXP","550101","Transportation","Office of the Secretary","Office of the Secretary","Contractual Services","TTF","153.8"
"2026","EXP","550101","Transportation","Office of the Secretary","Office of the Secretary","Supplies and Materials","TTF","6.5"
"2026","EXP","550101","Transportation","Office of the Secretary","Office of the Secretary","Salary Contingency","TTF","366.8"
"2026","EXP","550102","Transportation","Office of the Secretary","Finance","Personnel Costs","TTF","15,646.8"
"2026","EXP","550102","Transportation","Office of the Secretary","Finance","Travel","TTF","7.1"
"2026","EXP","550102","Transportation","Office of the Secretary","Finance","Contractual Services","TTF","7,168.9"
"2026","EXP","550102","Transportation","Office of the Secretary","Finance","Energy","TTF","1,021.9"
"2026","EXP","550102","Transportation","Office of the Secretary","Finance","Supplies and Materials","TTF","383.2"
"2026","EXP","550102","Transportation","Office of the Secretary","Finance","Capital Outlay","TTF","0.0"
"2026","EXP","550103","Transportation","Office of the Secretary","Community Relations","Personnel Costs","TTF","907.9"
"2026","EXP","550103","Transportation","Office of the Secretary","Community Relations","Travel","TTF","10.0"
"2026","EXP","550103","Transportation","Office of the Secretary","Community Relations","Contractual Services","TTF","124.8"
"2026","EXP","550103","Transportation","Office of the Secretary","Community Relations","Supplies and Materials","TTF","27.0"
"2026","EXP","550103","Transportation","Office of the Secretary","Community Relations","Capital Outlay","TTF","0.0"
"2026","EXP","550104","Transportation","Office of the Secretary","Human Resources","Travel","TTF","6.2"
"2026","EXP","550104","Transportation","Office of the Secretary","Human Resources","Contractual Services","TTF","283.5"
"2026","EXP","550104","Transportation","Office of the Secretary","Human Resources","Supplies and Materials","TTF","47.7"
"2026","EXP","550201","Transportation","Technology and Innovation","Technology and Innovation","Personnel Costs","TTF","1,575.5"
"2026","EXP","550201","Transportation","Technology and Innovation","Technology and Innovation","Travel","TTF","24.1"
"2026","EXP","550201","Transportation","Technology and Innovation","Technology and Innovation","Contractual Services","TTF","15,085.2"
"2026","EXP","550201","Transportation","Technology and Innovation","Technology and Innovation","Supplies and Materials","TTF","1,137.4"
"2026","EXP","550201","Transportation","Technology and Innovation","Technology and Innovation","Capital Outlay","TTF","0.0"
"2026","EXP","550301","Transportation","Planning","Planning","Personnel Costs","TTF","4,967.5"
"2026","EXP","550301","Transportation","Planning","Planning","Travel","TTF","25.4"
"2026","EXP","550301","Transportation","Planning","Planning","Contractual Services","TTF","1,847.3"
"2026","EXP","550301","Transportation","Planning","Planning","Energy","TTF","7.0"
"2026","EXP","550301","Transportation","Planning","Planning","Supplies and Materials","TTF","128.3"
